,method,error_test,subproblem,subproblem_id,dataset_id,num_boost_round
1595,LASSO (Shap),0.49481428571428576,classification,2,35,64
1596,Vanilla,0.47710775828153273,classification,2,36,1
1597,LASSO (Saabas),0.4580612164607759,classification,2,36,1
1598,LASSO (Shap),0.4784699819025887,classification,2,36,1
1599,Vanilla,0.47959861122039493,classification,2,36,2
1600,LASSO (Saabas),0.46106843575419,classification,2,36,2
1601,LASSO (Shap),0.47906749154142736,classification,2,36,2
1602,Vanilla,0.47378088362577697,classification,2,36,4
1603,LASSO (Saabas),0.46302079235187676,classification,2,36,4
1604,LASSO (Shap),0.47527834605397745,classification,2,36,4
1605,Vanilla,0.46341175544889457,classification,2,36,8
1606,LASSO (Saabas),0.5016449956723581,classification,2,36,8
1607,LASSO (Shap),0.5083602171689354,classification,2,36,8
1608,Vanilla,0.4727850342277127,classification,2,36,16
1609,LASSO (Saabas),0.5162040679833189,classification,2,36,16
1610,LASSO (Shap),0.5128698166653552,classification,2,36,16
1611,Vanilla,0.4770684160830907,classification,2,36,32
1612,LASSO (Saabas),0.5105486269572743,classification,2,36,32
1613,LASSO (Shap),0.5046915571642143,classification,2,36,32
1614,Vanilla,0.4692958730033834,classification,2,36,64
1615,LASSO (Saabas),0.5152008419230467,classification,2,36,64
1616,LASSO (Shap),0.5152524785585019,classification,2,36,64
1617,Vanilla,0.49410909090909094,classification,2,37,1
1618,LASSO (Saabas),0.5526921630094044,classification,2,37,1
1619,LASSO (Shap),0.5488,classification,2,37,1
1620,Vanilla,0.47805141065830714,classification,2,37,2
1621,LASSO (Saabas),0.5424451410658307,classification,2,37,2
1622,LASSO (Shap),0.5532163009404388,classification,2,37,2
1623,Vanilla,0.4745855799373041,classification,2,37,4
1624,LASSO (Saabas),0.5248075235109718,classification,2,37,4
1625,LASSO (Shap),0.5207598746081504,classification,2,37,4
1626,Vanilla,0.48315987460815046,classification,2,37,8
1627,LASSO (Saabas),0.5203235109717869,classification,2,37,8
1628,LASSO (Shap),0.524012539184953,classification,2,37,8
1629,Vanilla,0.4960401253918495,classification,2,37,16
1630,LASSO (Saabas),0.5373692789968653,classification,2,37,16
1631,LASSO (Shap),0.5187134796238244,classification,2,37,16
1632,Vanilla,0.47328401253918495,classification,2,37,32
1633,LASSO (Saabas),0.5243435736677116,classification,2,37,32
1634,LASSO (Shap),0.4991498432601881,classification,2,37,32
1635,Vanilla,0.46781692789968654,classification,2,37,64
1636,LASSO (Saabas),0.499541065830721,classification,2,37,64
1637,LASSO (Shap),0.47996489028213163,classification,2,37,64
1638,Vanilla,0.49268176917005024,classification,2,38,1
1639,LASSO (Saabas),0.4898184500931223,classification,2,38,1
1640,LASSO (Shap),0.5249366716366319,classification,2,38,1
1641,Vanilla,0.49811691628274113,classification,2,38,2
1642,LASSO (Saabas),0.49954857582120504,classification,2,38,2
1643,LASSO (Shap),0.5174610872357879,classification,2,38,2
1644,Vanilla,0.5010988954295237,classification,2,38,4
1645,LASSO (Saabas),0.5054815793139384,classification,2,38,4
1646,LASSO (Shap),0.5203398837131314,classification,2,38,4
1647,Vanilla,0.5059072078253737,classification,2,38,8
1648,LASSO (Saabas),0.5059020486919017,classification,2,38,8
1649,LASSO (Shap),0.5003147071417884,classification,2,38,8
1650,Vanilla,0.49261985956838683,classification,2,38,16
1651,LASSO (Saabas),0.5188850080740439,classification,2,38,16
1652,LASSO (Shap),0.522705346410017,classification,2,38,16
1653,Vanilla,0.4894160376823109,classification,2,38,32
1654,LASSO (Saabas),0.48539707270766796,classification,2,38,32
1655,LASSO (Shap),0.4860110095908291,classification,2,38,32
1656,Vanilla,0.489849404893954,classification,2,38,64
1657,LASSO (Saabas),0.48193013501452286,classification,2,38,64
1658,LASSO (Shap),0.4936568453962473,classification,2,38,64
1659,Vanilla,0.47404514123530206,classification,2,39,1
1660,LASSO (Saabas),0.4821948912015137,classification,2,39,1
1661,LASSO (Shap),0.4739532369239088,classification,2,39,1
1662,Vanilla,0.455280443303149,classification,2,39,2
1663,LASSO (Saabas),0.49362075956210294,classification,2,39,2
1664,LASSO (Shap),0.46088390323016615,classification,2,39,2
1665,Vanilla,0.47075280443303147,classification,2,39,4
1666,LASSO (Saabas),0.4699526963103122,classification,2,39,4
1667,LASSO (Shap),0.45603459927017165,classification,2,39,4
1668,Vanilla,0.48286795512907144,classification,2,39,8
1669,LASSO (Saabas),0.45728071360994726,classification,2,39,8
1670,LASSO (Shap),0.445973780240573,classification,2,39,8
1671,Vanilla,0.4768157859170158,classification,2,39,16
1672,LASSO (Saabas),0.4799756723881605,classification,2,39,16
1673,LASSO (Shap),0.4740316258953913,classification,2,39,16
1674,Vanilla,0.45120151371806994,classification,2,39,32
1675,LASSO (Saabas),0.47965130423030145,classification,2,39,32
1676,LASSO (Shap),0.48402216515745367,classification,2,39,32
1677,Vanilla,0.46930666306257596,classification,2,39,64
1678,LASSO (Saabas),0.494820921746182,classification,2,39,64
1679,LASSO (Shap),0.505398026760373,classification,2,39,64
1680,Vanilla,0.2664048671722412,regression,1,0,1
1681,LASSO (Saabas),0.4058694839477539,regression,1,0,1
1682,LASSO (Shap),0.40598976612091064,regression,1,0,1
1683,Vanilla,0.24426235258579254,regression,1,0,2
1684,LASSO (Saabas),61360284.0,regression,1,0,2
1685,LASSO (Shap),0.874186098575592,regression,1,0,2
1686,Vanilla,0.2115451693534851,regression,1,0,4
1687,LASSO (Saabas),61359940.0,regression,1,0,4
1688,LASSO (Shap),2.21681547164917,regression,1,0,4
1689,Vanilla,0.17664550244808197,regression,1,0,8
1690,LASSO (Saabas),78281824.0,regression,1,0,8
1691,LASSO (Shap),5.424876689910889,regression,1,0,8
1692,Vanilla,0.15614619851112366,regression,1,0,16
1693,LASSO (Saabas),82011192.0,regression,1,0,16
1694,LASSO (Shap),10.512492179870605,regression,1,0,16
1695,Vanilla,0.1529417335987091,regression,1,0,32
1696,LASSO (Saabas),849167872.0,regression,1,0,32
1697,LASSO (Shap),14.308942794799805,regression,1,0,32
1698,Vanilla,0.15447930991649628,regression,1,0,64
1699,LASSO (Saabas),5100957184.0,regression,1,0,64
1700,LASSO (Shap),1134.58837890625,regression,1,0,64
1701,Vanilla,0.15229450166225433,regression,1,1,1
1702,LASSO (Saabas),0.3180694878101349,regression,1,1,1
1703,LASSO (Shap),0.31549471616744995,regression,1,1,1
1704,Vanilla,0.1348276287317276,regression,1,1,2
1705,LASSO (Saabas),0.716960608959198,regression,1,1,2
1706,LASSO (Shap),0.7161978483200073,regression,1,1,2
1707,Vanilla,0.10920196026563644,regression,1,1,4
1708,LASSO (Saabas),1.8287419080734253,regression,1,1,4
1709,LASSO (Shap),1.8325790166854858,regression,1,1,4
1710,Vanilla,0.08111340552568436,regression,1,1,8
1711,LASSO (Saabas),4.468143939971924,regression,1,1,8
1712,LASSO (Shap),4.476114273071289,regression,1,1,8
1713,Vanilla,0.06402818858623505,regression,1,1,16
1714,LASSO (Saabas),8.779117584228516,regression,1,1,16
1715,LASSO (Shap),8.795904159545898,regression,1,1,16
1716,Vanilla,0.0604248009622097,regression,1,1,32
1717,LASSO (Saabas),90369840.0,regression,1,1,32
1718,LASSO (Shap),12.597003936767578,regression,1,1,32
1719,Vanilla,0.060651957988739014,regression,1,1,64
1720,LASSO (Saabas),529194720.0,regression,1,1,64
1721,LASSO (Shap),855.4248046875,regression,1,1,64
1722,Vanilla,0.19343440234661102,regression,1,2,1
1723,LASSO (Saabas),0.3436720073223114,regression,1,2,1
1724,LASSO (Shap),0.3429017961025238,regression,1,2,1
1725,Vanilla,0.17224976420402527,regression,1,2,2
1726,LASSO (Saabas),0.8077628016471863,regression,1,2,2
1727,LASSO (Shap),0.8070216178894043,regression,1,2,2
1728,Vanilla,0.14109008014202118,regression,1,2,4
1729,LASSO (Saabas),2.1520285606384277,regression,1,2,4
1730,LASSO (Shap),2.146009683609009,regression,1,2,4
1731,Vanilla,0.10749942064285278,regression,1,2,8
1732,LASSO (Saabas),1414322.75,regression,1,2,8
1733,LASSO (Shap),5.403814315795898,regression,1,2,8
1734,Vanilla,0.08721909672021866,regression,1,2,16
1735,LASSO (Saabas),1452883.75,regression,1,2,16
1736,LASSO (Shap),10.87527084350586,regression,1,2,16
1737,Vanilla,0.08321831375360489,regression,1,2,32
1738,LASSO (Saabas),1102903936.0,regression,1,2,32
1739,LASSO (Shap),16.112470626831055,regression,1,2,32
1740,Vanilla,0.08345509320497513,regression,1,2,64
1741,LASSO (Saabas),2358417664.0,regression,1,2,64
1742,LASSO (Shap),19.656436920166016,regression,1,2,64
1743,Vanilla,0.24304905533790588,regression,1,3,1
1744,LASSO (Saabas),0.4309298098087311,regression,1,3,1
1745,LASSO (Shap),0.43073779344558716,regression,1,3,1
1746,Vanilla,0.23128220438957214,regression,1,3,2
1747,LASSO (Saabas),0.7458750009536743,regression,1,3,2
1748,LASSO (Shap),0.7447826266288757,regression,1,3,2
1749,Vanilla,0.2137404978275299,regression,1,3,4
1750,LASSO (Saabas),1.59135901927948,regression,1,3,4
1751,LASSO (Shap),1.5907400846481323,regression,1,3,4
1752,Vanilla,0.194710373878479,regression,1,3,8
1753,LASSO (Saabas),189924848.0,regression,1,3,8
1754,LASSO (Shap),3.5692789554595947,regression,1,3,8
1755,Vanilla,0.18277642130851746,regression,1,3,16
1756,LASSO (Saabas),216212432.0,regression,1,3,16
1757,LASSO (Shap),6.902346611022949,regression,1,3,16
1758,Vanilla,0.18058085441589355,regression,1,3,32
1759,LASSO (Saabas),236995728.0,regression,1,3,32
1760,LASSO (Shap),10.394716262817383,regression,1,3,32
1761,Vanilla,0.18175864219665527,regression,1,3,64
1762,LASSO (Saabas),364512544.0,regression,1,3,64
1763,LASSO (Shap),13.511945724487305,regression,1,3,64
1764,Vanilla,0.23947645723819733,regression,1,4,1
1765,LASSO (Saabas),39587612.0,regression,1,4,1
1766,LASSO (Shap),0.46953284740448,regression,1,4,1
1767,Vanilla,0.2346782237291336,regression,1,4,2
1768,LASSO (Saabas),37240356.0,regression,1,4,2
1769,LASSO (Shap),0.6572085618972778,regression,1,4,2
1770,Vanilla,0.2272680550813675,regression,1,4,4
1771,LASSO (Saabas),37240468.0,regression,1,4,4
1772,LASSO (Shap),1.0774669647216797,regression,1,4,4
1773,Vanilla,0.21959462761878967,regression,1,4,8
1774,LASSO (Saabas),37240688.0,regression,1,4,8
1775,LASSO (Shap),1.9478535652160645,regression,1,4,8
1776,Vanilla,0.21521757543087006,regression,1,4,16
1777,LASSO (Saabas),37240808.0,regression,1,4,16
1778,LASSO (Shap),3.1713266372680664,regression,1,4,16
1779,Vanilla,0.21505020558834076,regression,1,4,32
1780,LASSO (Saabas),189096064.0,regression,1,4,32
1781,LASSO (Shap),134.03761291503906,regression,1,4,32
1782,Vanilla,0.21742576360702515,regression,1,4,64
1783,LASSO (Saabas),352119744.0,regression,1,4,64
1784,LASSO (Shap),1872.348388671875,regression,1,4,64
1785,Vanilla,0.1857978254556656,regression,1,5,1
1786,LASSO (Saabas),0.3285597860813141,regression,1,5,1
1787,LASSO (Shap),0.32699793577194214,regression,1,5,1
1788,Vanilla,0.16461361944675446,regression,1,5,2
1789,LASSO (Saabas),0.7820733189582825,regression,1,5,2
1790,LASSO (Shap),0.7794308066368103,regression,1,5,2
1791,Vanilla,0.13359619677066803,regression,1,5,4
1792,LASSO (Saabas),2.088127613067627,regression,1,5,4
1793,LASSO (Shap),2.080871343612671,regression,1,5,4
1794,Vanilla,0.09981457144021988,regression,1,5,8
1795,LASSO (Saabas),40907292.0,regression,1,5,8
1796,LASSO (Shap),5.240450382232666,regression,1,5,8
1797,Vanilla,0.07884932309389114,regression,1,5,16
1798,LASSO (Saabas),147211632.0,regression,1,5,16
1799,LASSO (Shap),10.587214469909668,regression,1,5,16
1800,Vanilla,0.07417000830173492,regression,1,5,32
1801,LASSO (Saabas),194823440.0,regression,1,5,32
1802,LASSO (Shap),15.717089653015137,regression,1,5,32
1803,Vanilla,0.07469113916158676,regression,1,5,64
1804,LASSO (Saabas),332725504.0,regression,1,5,64
1805,LASSO (Shap),20.378704071044922,regression,1,5,64
1806,Vanilla,0.2813359498977661,regression,1,6,1
1807,LASSO (Saabas),117947784.0,regression,1,6,1
1808,LASSO (Shap),0.4036828279495239,regression,1,6,1
1809,Vanilla,0.25866445899009705,regression,1,6,2
1810,LASSO (Saabas),117947888.0,regression,1,6,2
1811,LASSO (Shap),0.8295987844467163,regression,1,6,2
1812,Vanilla,0.22514767944812775,regression,1,6,4
1813,LASSO (Saabas),117948048.0,regression,1,6,4
1814,LASSO (Shap),2.0441997051239014,regression,1,6,4
1815,Vanilla,0.1888982504606247,regression,1,6,8
1816,LASSO (Saabas),117948496.0,regression,1,6,8
1817,LASSO (Shap),4.768164157867432,regression,1,6,8
1818,Vanilla,0.1669728308916092,regression,1,6,16
1819,LASSO (Saabas),117953888.0,regression,1,6,16
1820,LASSO (Shap),8.503995895385742,regression,1,6,16
1821,Vanilla,0.1629122793674469,regression,1,6,32
1822,LASSO (Saabas),165745872.0,regression,1,6,32
1823,LASSO (Shap),9.27987003326416,regression,1,6,32
1824,Vanilla,0.16435909271240234,regression,1,6,64
1825,LASSO (Saabas),222096896.0,regression,1,6,64
1826,LASSO (Shap),5.456808567047119,regression,1,6,64
1827,Vanilla,0.3712979853153229,regression,1,7,1
1828,LASSO (Saabas),0.5141900181770325,regression,1,7,1
1829,LASSO (Shap),0.5142887234687805,regression,1,7,1
1830,Vanilla,0.34857451915740967,regression,1,7,2
1831,LASSO (Saabas),0.9938303232192993,regression,1,7,2
1832,LASSO (Shap),0.9938004612922668,regression,1,7,2
1833,Vanilla,0.31580430269241333,regression,1,7,4
1834,LASSO (Saabas),2.3911867141723633,regression,1,7,4
1835,LASSO (Shap),2.3938791751861572,regression,1,7,4
1836,Vanilla,0.28067538142204285,regression,1,7,8
1837,LASSO (Saabas),406463616.0,regression,1,7,8
1838,LASSO (Shap),5.892268180847168,regression,1,7,8
1839,Vanilla,0.25960665941238403,regression,1,7,16
1840,LASSO (Saabas),509872928.0,regression,1,7,16
1841,LASSO (Shap),11.907057762145996,regression,1,7,16
1842,Vanilla,0.25786471366882324,regression,1,7,32
1843,LASSO (Saabas),807818368.0,regression,1,7,32
1844,LASSO (Shap),51.71343231201172,regression,1,7,32
1845,Vanilla,0.2605965733528137,regression,1,7,64
1846,LASSO (Saabas),1319708416.0,regression,1,7,64
1847,LASSO (Shap),283.24237060546875,regression,1,7,64
1848,Vanilla,0.38873210549354553,regression,1,8,1
1849,LASSO (Saabas),0.5981602072715759,regression,1,8,1
1850,LASSO (Shap),0.6002169847488403,regression,1,8,1
1851,Vanilla,0.3789719045162201,regression,1,8,2
1852,LASSO (Saabas),0.8567325472831726,regression,1,8,2
1853,LASSO (Shap),0.8574259877204895,regression,1,8,2
1854,Vanilla,0.36481356620788574,regression,1,8,4
1855,LASSO (Saabas),1700025.75,regression,1,8,4
1856,LASSO (Shap),1.6266165971755981,regression,1,8,4
1857,Vanilla,0.35046303272247314,regression,1,8,8
1858,LASSO (Saabas),48444940.0,regression,1,8,8
1859,LASSO (Shap),2.901313543319702,regression,1,8,8
1860,Vanilla,0.34194937348365784,regression,1,8,16
1861,LASSO (Saabas),182534528.0,regression,1,8,16
1862,LASSO (Shap),4.439584255218506,regression,1,8,16
1863,Vanilla,0.3424374759197235,regression,1,8,32
1864,LASSO (Saabas),2137463296.0,regression,1,8,32
1865,LASSO (Shap),4.622677326202393,regression,1,8,32
1866,Vanilla,0.3457912802696228,regression,1,8,64
1867,LASSO (Saabas),1871297280.0,regression,1,8,64
1868,LASSO (Shap),4.441040515899658,regression,1,8,64
1869,Vanilla,0.2300059199333191,regression,1,9,1
1870,LASSO (Saabas),1839244.375,regression,1,9,1
1871,LASSO (Shap),0.3475533127784729,regression,1,9,1
1872,Vanilla,0.20208241045475006,regression,1,9,2
1873,LASSO (Saabas),1839270.625,regression,1,9,2
1874,LASSO (Shap),0.8874170780181885,regression,1,9,2
1875,Vanilla,0.16137024760246277,regression,1,9,4
1876,LASSO (Saabas),200992064.0,regression,1,9,4
1877,LASSO (Shap),2.5109541416168213,regression,1,9,4
1878,Vanilla,0.11737941950559616,regression,1,9,8
1879,LASSO (Saabas),200992768.0,regression,1,9,8
1880,LASSO (Shap),6.458370208740234,regression,1,9,8
1881,Vanilla,0.09076301008462906,regression,1,9,16
1882,LASSO (Saabas),240714896.0,regression,1,9,16
1883,LASSO (Shap),12.924049377441406,regression,1,9,16
1884,Vanilla,0.0856173112988472,regression,1,9,32
1885,LASSO (Saabas),390122208.0,regression,1,9,32
1886,LASSO (Shap),18.20557975769043,regression,1,9,32
1887,Vanilla,0.08579687029123306,regression,1,9,64
1888,LASSO (Saabas),917384000.0,regression,1,9,64
1889,LASSO (Shap),19.553661346435547,regression,1,9,64
1890,Vanilla,0.24235236644744873,regression,1,10,1
1891,LASSO (Saabas),0.4251701533794403,regression,1,10,1
1892,LASSO (Shap),0.426224023103714,regression,1,10,1
1893,Vanilla,0.2294856607913971,regression,1,10,2
1894,LASSO (Saabas),0.7371883988380432,regression,1,10,2
1895,LASSO (Shap),0.7391573786735535,regression,1,10,2
1896,Vanilla,0.21091178059577942,regression,1,10,4
1897,LASSO (Saabas),1.5481230020523071,regression,1,10,4
1898,LASSO (Shap),1.549556851387024,regression,1,10,4
1899,Vanilla,0.19119928777217865,regression,1,10,8
1900,LASSO (Saabas),3.2905771732330322,regression,1,10,8
1901,LASSO (Shap),3.2907843589782715,regression,1,10,8
1902,Vanilla,0.1793917715549469,regression,1,10,16
1903,LASSO (Saabas),5.681365966796875,regression,1,10,16
1904,LASSO (Shap),5.558207035064697,regression,1,10,16
1905,Vanilla,0.1783720701932907,regression,1,10,32
1906,LASSO (Saabas),1363562.375,regression,1,10,32
1907,LASSO (Shap),5.937503814697266,regression,1,10,32
1908,Vanilla,0.1791403889656067,regression,1,10,64
1909,LASSO (Saabas),4748710912.0,regression,1,10,64
1910,LASSO (Shap),156.55545043945312,regression,1,10,64
1911,Vanilla,0.18555934727191925,regression,1,11,1
1912,LASSO (Saabas),0.34228581190109253,regression,1,11,1
1913,LASSO (Shap),0.34319525957107544,regression,1,11,1
1914,Vanilla,0.17009484767913818,regression,1,11,2
1915,LASSO (Saabas),0.6932812929153442,regression,1,11,2
1916,LASSO (Shap),0.6940898299217224,regression,1,11,2
1917,Vanilla,0.1473798006772995,regression,1,11,4
1918,LASSO (Saabas),1.644399642944336,regression,1,11,4
1919,LASSO (Shap),1.6425676345825195,regression,1,11,4
1920,Vanilla,0.122406005859375,regression,1,11,8
1921,LASSO (Saabas),3.8458385467529297,regression,1,11,8
1922,LASSO (Shap),3.803692579269409,regression,1,11,8
1923,Vanilla,0.1065945252776146,regression,1,11,16
1924,LASSO (Saabas),135398976.0,regression,1,11,16
1925,LASSO (Shap),7.046408176422119,regression,1,11,16
1926,Vanilla,0.10309220105409622,regression,1,11,32
1927,LASSO (Saabas),231273856.0,regression,1,11,32
1928,LASSO (Shap),9.047539710998535,regression,1,11,32
1929,Vanilla,0.10375644266605377,regression,1,11,64
1930,LASSO (Saabas),627079808.0,regression,1,11,64
1931,LASSO (Shap),60074.8046875,regression,1,11,64
1932,Vanilla,0.22111187875270844,regression,1,12,1
1933,LASSO (Saabas),0.41214263439178467,regression,1,12,1
1934,LASSO (Shap),0.411388099193573,regression,1,12,1
1935,Vanilla,0.2083626240491867,regression,1,12,2
1936,LASSO (Saabas),0.7404070496559143,regression,1,12,2
1937,LASSO (Shap),0.7365328669548035,regression,1,12,2
1938,Vanilla,0.18960489332675934,regression,1,12,4
1939,LASSO (Saabas),1.6212290525436401,regression,1,12,4
1940,LASSO (Shap),1.6252102851867676,regression,1,12,4
1941,Vanilla,0.16976860165596008,regression,1,12,8
1942,LASSO (Saabas),3.6110711097717285,regression,1,12,8
1943,LASSO (Shap),3.6155126094818115,regression,1,12,8
1944,Vanilla,0.15824507176876068,regression,1,12,16
1945,LASSO (Saabas),146314.703125,regression,1,12,16
1946,LASSO (Shap),6.761871814727783,regression,1,12,16
1947,Vanilla,0.15672020614147186,regression,1,12,32
1948,LASSO (Saabas),1075530496.0,regression,1,12,32
1949,LASSO (Shap),9.195058822631836,regression,1,12,32
1950,Vanilla,0.15801511704921722,regression,1,12,64
1951,LASSO (Saabas),3860212224.0,regression,1,12,64
1952,LASSO (Shap),9.552199363708496,regression,1,12,64
1953,Vanilla,0.19217070937156677,regression,1,13,1
1954,LASSO (Saabas),4706801.0,regression,1,13,1
1955,LASSO (Shap),0.3484008312225342,regression,1,13,1
1956,Vanilla,0.1772363781929016,regression,1,13,2
1957,LASSO (Saabas),4706804.0,regression,1,13,2
1958,LASSO (Shap),0.6721882224082947,regression,1,13,2
1959,Vanilla,0.15524840354919434,regression,1,13,4
1960,LASSO (Saabas),4706790.5,regression,1,13,4
1961,LASSO (Shap),1.5326945781707764,regression,1,13,4
1962,Vanilla,0.13146717846393585,regression,1,13,8
1963,LASSO (Saabas),4706797.0,regression,1,13,8
1964,LASSO (Shap),3.393937349319458,regression,1,13,8
1965,Vanilla,0.11675700545310974,regression,1,13,16
1966,LASSO (Saabas),206054656.0,regression,1,13,16
1967,LASSO (Shap),5.821413993835449,regression,1,13,16
1968,Vanilla,0.11400772631168365,regression,1,13,32
1969,LASSO (Saabas),225246752.0,regression,1,13,32
1970,LASSO (Shap),6.1942243576049805,regression,1,13,32
1971,Vanilla,0.11489138752222061,regression,1,13,64
1972,LASSO (Saabas),391369280.0,regression,1,13,64
1973,LASSO (Shap),3.2090280055999756,regression,1,13,64
1974,Vanilla,0.17662857472896576,regression,1,14,1
1975,LASSO (Saabas),5032717.5,regression,1,14,1
1976,LASSO (Shap),0.3018464148044586,regression,1,14,1
1977,Vanilla,0.15264275670051575,regression,1,14,2
1978,LASSO (Saabas),5032679.0,regression,1,14,2
1979,LASSO (Shap),0.7787482142448425,regression,1,14,2
1980,Vanilla,0.11755749583244324,regression,1,14,4
1981,LASSO (Saabas),5032615.5,regression,1,14,4
1982,LASSO (Shap),2.176833152770996,regression,1,14,4
1983,Vanilla,0.07943624258041382,regression,1,14,8
1984,LASSO (Saabas),5032792.5,regression,1,14,8
1985,LASSO (Shap),5.5460076332092285,regression,1,14,8
1986,Vanilla,0.05603136867284775,regression,1,14,16
1987,LASSO (Saabas),193958256.0,regression,1,14,16
1988,LASSO (Shap),10.984984397888184,regression,1,14,16
1989,Vanilla,0.05126064270734787,regression,1,14,32
1990,LASSO (Saabas),204175792.0,regression,1,14,32
1991,LASSO (Shap),15.146675109863281,regression,1,14,32
1992,Vanilla,0.05151432007551193,regression,1,14,64
1993,LASSO (Saabas),624327296.0,regression,1,14,64
1994,LASSO (Shap),15.550414085388184,regression,1,14,64
1995,Vanilla,0.14220353960990906,regression,1,15,1
1996,LASSO (Saabas),0.29887086153030396,regression,1,15,1
1997,LASSO (Shap),0.29884448647499084,regression,1,15,1
1998,Vanilla,0.12496747076511383,regression,1,15,2
1999,LASSO (Saabas),0.6786430478096008,regression,1,15,2
2000,LASSO (Shap),0.6779904365539551,regression,1,15,2
2001,Vanilla,0.09984816610813141,regression,1,15,4
2002,LASSO (Saabas),28543.884765625,regression,1,15,4
2003,LASSO (Shap),1.7255836725234985,regression,1,15,4
2004,Vanilla,0.07254430651664734,regression,1,15,8
2005,LASSO (Saabas),28542.306640625,regression,1,15,8
2006,LASSO (Shap),4.141639232635498,regression,1,15,8
2007,Vanilla,0.05558803305029869,regression,1,15,16
2008,LASSO (Saabas),119566040.0,regression,1,15,16
2009,LASSO (Shap),7.819750785827637,regression,1,15,16
2010,Vanilla,0.05213072896003723,regression,1,15,32
2011,LASSO (Saabas),119565936.0,regression,1,15,32
2012,LASSO (Shap),10.169692039489746,regression,1,15,32
2013,Vanilla,0.052628401666879654,regression,1,15,64
2014,LASSO (Saabas),126505384.0,regression,1,15,64
2015,LASSO (Shap),9.684683799743652,regression,1,15,64
2016,Vanilla,0.38340985774993896,regression,1,16,1
2017,LASSO (Saabas),0.5426883101463318,regression,1,16,1
2018,LASSO (Shap),0.5422288775444031,regression,1,16,1
2019,Vanilla,0.36276960372924805,regression,1,16,2
2020,LASSO (Saabas),1.001682996749878,regression,1,16,2
2021,LASSO (Shap),0.9980173110961914,regression,1,16,2
2022,Vanilla,0.33313125371932983,regression,1,16,4
2023,LASSO (Saabas),2.3253674507141113,regression,1,16,4
2024,LASSO (Shap),2.318535327911377,regression,1,16,4
2025,Vanilla,0.300805002450943,regression,1,16,8
2026,LASSO (Saabas),1978285952.0,regression,1,16,8
2027,LASSO (Shap),5.490911960601807,regression,1,16,8
2028,Vanilla,0.28238487243652344,regression,1,16,16
2029,LASSO (Saabas),1995802496.0,regression,1,16,16
2030,LASSO (Shap),11.014969825744629,regression,1,16,16
2031,Vanilla,0.28125545382499695,regression,1,16,32
2032,LASSO (Saabas),2883749632.0,regression,1,16,32
2033,LASSO (Shap),16.62188148498535,regression,1,16,32
2034,Vanilla,0.28369027376174927,regression,1,16,64
2035,LASSO (Saabas),2908643840.0,regression,1,16,64
2036,LASSO (Shap),21.05122184753418,regression,1,16,64
2037,Vanilla,0.240510031580925,regression,1,17,1
2038,LASSO (Saabas),0.38245508074760437,regression,1,17,1
2039,LASSO (Shap),0.38280051946640015,regression,1,17,1
2040,Vanilla,0.2193572074174881,regression,1,17,2
2041,LASSO (Saabas),0.8338668346405029,regression,1,17,2
2042,LASSO (Shap),0.8353173732757568,regression,1,17,2
2043,Vanilla,0.1885465532541275,regression,1,17,4
2044,LASSO (Saabas),2.15189528465271,regression,1,17,4
2045,LASSO (Shap),2.151994228363037,regression,1,17,4
2046,Vanilla,0.15471325814723969,regression,1,17,8
2047,LASSO (Saabas),5.383900165557861,regression,1,17,8
2048,LASSO (Shap),5.380935192108154,regression,1,17,8
2049,Vanilla,0.13395439088344574,regression,1,17,16
2050,LASSO (Saabas),189493984.0,regression,1,17,16
2051,LASSO (Shap),11.023176193237305,regression,1,17,16
2052,Vanilla,0.12947063148021698,regression,1,17,32
2053,LASSO (Saabas),1121238528.0,regression,1,17,32
2054,LASSO (Shap),17.0542049407959,regression,1,17,32
2055,Vanilla,0.12974664568901062,regression,1,17,64
2056,LASSO (Saabas),1441543936.0,regression,1,17,64
2057,LASSO (Shap),87.30540466308594,regression,1,17,64
2058,Vanilla,0.4516293406486511,regression,1,18,1
2059,LASSO (Saabas),0.6365647315979004,regression,1,18,1
2060,LASSO (Shap),0.5178456902503967,regression,1,18,1
2061,Vanilla,0.4185638427734375,regression,1,18,2
2062,LASSO (Saabas),1.1965233087539673,regression,1,18,2
2063,LASSO (Shap),1.0846501588821411,regression,1,18,2
2064,Vanilla,0.37048205733299255,regression,1,18,4
2065,LASSO (Saabas),80384152.0,regression,1,18,4
2066,LASSO (Shap),2.816105842590332,regression,1,18,4
2067,Vanilla,0.31777423620224,regression,1,18,8
2068,LASSO (Saabas),80384624.0,regression,1,18,8
2069,LASSO (Shap),7.111715316772461,regression,1,18,8
2070,Vanilla,0.28481268882751465,regression,1,18,16
2071,LASSO (Saabas),80385168.0,regression,1,18,16
2072,LASSO (Shap),14.040461540222168,regression,1,18,16
2073,Vanilla,0.2780610918998718,regression,1,18,32
2074,LASSO (Saabas),223663728.0,regression,1,18,32
2075,LASSO (Shap),19.290386199951172,regression,1,18,32
2076,Vanilla,0.27976834774017334,regression,1,18,64
2077,LASSO (Saabas),382583200.0,regression,1,18,64
2078,LASSO (Shap),20.580158233642578,regression,1,18,64
2079,Vanilla,0.2287588119506836,regression,1,19,1
2080,LASSO (Saabas),0.3105364739894867,regression,1,19,1
2081,LASSO (Shap),8.532958984375,regression,1,19,1
2082,Vanilla,0.19499053061008453,regression,1,19,2
